timestamp,device_id,device_name,latency_ms
2025-08-18 01:00:00,dev-4,WNC DT-EXT01A-WNC (B),17.89
2025-08-18 02:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,8.28
2025-08-18 02:00:00,dev-2,WNC DT-EXT03A-WNC,6.51
2025-08-18 02:00:00,dev-4,WNC DT-EXT01A-WNC (B),19.28
2025-08-18 03:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,8.75
2025-08-18 03:00:00,dev-2,WNC DT-EXT03A-WNC,5.1
2025-08-18 03:00:00,dev-4,WNC DT-EXT01A-WNC (B),20.66
2025-08-18 04:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,11.83
2025-08-18 04:00:00,dev-2,WNC DT-EXT03A-WNC,6.23
2025-08-18 04:00:00,dev-4,WNC DT-EXT01A-WNC (B),22.4
2025-08-18 05:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,9.43
2025-08-18 05:00:00,dev-2,WNC DT-EXT03A-WNC,7.32
2025-08-18 05:00:00,dev-4,WNC DT-EXT01A-WNC (B),25.0
2025-08-18 06:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,11.86
2025-08-18 06:00:00,dev-2,WNC DT-EXT03A-WNC,8.07
2025-08-18 06:00:00,dev-4,WNC DT-EXT01A-WNC (B),21.79
2025-08-18 07:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,12.99
2025-08-18 07:00:00,dev-2,WNC DT-EXT03A-WNC,12.29
2025-08-18 07:00:00,dev-4,WNC DT-EXT01A-WNC (B),23.36
2025-08-18 08:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,15.18
2025-08-18 08:00:00,dev-2,WNC DT-EXT03A-WNC,12.24
2025-08-18 08:00:00,dev-4,WNC DT-EXT01A-WNC (B),25.0
2025-08-18 09:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,14.82
2025-08-18 09:00:00,dev-2,WNC DT-EXT03A-WNC,10.58
2025-08-18 09:00:00,dev-4,WNC DT-EXT01A-WNC (B),25.0
2025-08-18 10:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,18.64
2025-08-18 10:00:00,dev-2,WNC DT-EXT03A-WNC,14.14
2025-08-18 10:00:00,dev-4,WNC DT-EXT01A-WNC (B),25.0
2025-08-18 11:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,17.77
2025-08-18 11:00:00,dev-2,WNC DT-EXT03A-WNC,14.64
2025-08-18 11:00:00,dev-4,WNC DT-EXT01A-WNC (B),25.0
2025-08-18 12:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,15.9
2025-08-18 12:00:00,dev-2,WNC DT-EXT03A-WNC,16.4
2025-08-18 12:00:00,dev-4,WNC DT-EXT01A-WNC (B),25.0
2025-08-18 13:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,16.18
2025-08-18 13:00:00,dev-2,WNC DT-EXT03A-WNC,18.52
2025-08-18 13:00:00,dev-4,WNC DT-EXT01A-WNC (B),25.0
2025-08-18 14:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,17.39
2025-08-18 14:00:00,dev-2,WNC DT-EXT03A-WNC,20.32
2025-08-18 14:00:00,dev-4,WNC DT-EXT01A-WNC (B),25.0
2025-08-18 15:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,17.08
2025-08-18 15:00:00,dev-2,WNC DT-EXT03A-WNC,19.72
2025-08-18 15:00:00,dev-4,WNC DT-EXT01A-WNC (B),22.4
2025-08-18 16:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,17.47
2025-08-18 16:00:00,dev-2,WNC DT-EXT03A-WNC,22.27
2025-08-18 16:00:00,dev-4,WNC DT-EXT01A-WNC (B),22.0
2025-08-18 17:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,17.35
2025-08-18 17:00:00,dev-2,WNC DT-EXT03A-WNC,19.0
2025-08-18 17:00:00,dev-4,WNC DT-EXT01A-WNC (B),19.47
2025-08-18 18:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,12.05
2025-08-18 18:00:00,dev-2,WNC DT-EXT03A-WNC,20.35
2025-08-18 18:00:00,dev-4,WNC DT-EXT01A-WNC (B),16.9
2025-08-18 19:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,8.46
2025-08-18 19:00:00,dev-2,WNC DT-EXT03A-WNC,23.49
2025-08-18 19:00:00,dev-4,WNC DT-EXT01A-WNC (B),17.72
2025-08-18 20:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,5.42
2025-08-18 20:00:00,dev-2,WNC DT-EXT03A-WNC,18.86
2025-08-18 20:00:00,dev-4,WNC DT-EXT01A-WNC (B),16.1
2025-08-18 21:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,7.95
2025-08-18 21:00:00,dev-2,WNC DT-EXT03A-WNC,19.37
2025-08-18 21:00:00,dev-4,WNC DT-EXT01A-WNC (B),15.58
2025-08-18 22:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,5.58
2025-08-18 22:00:00,dev-2,WNC DT-EXT03A-WNC,15.89
2025-08-18 22:00:00,dev-4,WNC DT-EXT01A-WNC (B),17.84
2025-08-18 23:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,5.8
2025-08-18 23:00:00,dev-2,WNC DT-EXT03A-WNC,15.11
2025-08-18 23:00:00,dev-4,WNC DT-EXT01A-WNC (B),12.41
2025-08-19 00:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,5.54
2025-08-19 00:00:00,dev-2,WNC DT-EXT03A-WNC,12.7
2025-08-19 00:00:00,dev-4,WNC DT-EXT01A-WNC (B),14.77
2025-08-19 01:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,6.69
2025-08-19 01:00:00,dev-2,WNC DT-EXT03A-WNC,11.23
2025-08-19 01:00:00,dev-4,WNC DT-EXT01A-WNC (B),16.25
2025-08-19 02:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,9.3
2025-08-19 02:00:00,dev-2,WNC DT-EXT03A-WNC,9.27
2025-08-19 02:00:00,dev-4,WNC DT-EXT01A-WNC (B),18.85
2025-08-19 03:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,9.06
2025-08-19 03:00:00,dev-2,WNC DT-EXT03A-WNC,10.37
2025-08-19 03:00:00,dev-4,WNC DT-EXT01A-WNC (B),20.51
2025-08-19 04:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,9.95
2025-08-19 04:00:00,dev-2,WNC DT-EXT03A-WNC,8.1
2025-08-19 04:00:00,dev-4,WNC DT-EXT01A-WNC (B),20.17
2025-08-19 05:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,10.15
2025-08-19 05:00:00,dev-2,WNC DT-EXT03A-WNC,10.44
2025-08-19 05:00:00,dev-4,WNC DT-EXT01A-WNC (B),22.42
2025-08-19 06:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,10.74
2025-08-19 06:00:00,dev-2,WNC DT-EXT03A-WNC,11.53
2025-08-19 06:00:00,dev-4,WNC DT-EXT01A-WNC (B),23.89
2025-08-19 07:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,14.01
2025-08-19 07:00:00,dev-2,WNC DT-EXT03A-WNC,11.29
2025-08-19 07:00:00,dev-4,WNC DT-EXT01A-WNC (B),25.0
2025-08-19 08:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,15.99
2025-08-19 08:00:00,dev-2,WNC DT-EXT03A-WNC,11.47
2025-08-19 08:00:00,dev-4,WNC DT-EXT01A-WNC (B),25.0
2025-08-19 09:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,19.78
2025-08-19 09:00:00,dev-2,WNC DT-EXT03A-WNC,13.98
2025-08-19 09:00:00,dev-4,WNC DT-EXT01A-WNC (B),25.0
2025-08-19 10:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,18.06
2025-08-19 10:00:00,dev-2,WNC DT-EXT03A-WNC,14.38
2025-08-19 10:00:00,dev-4,WNC DT-EXT01A-WNC (B),25.0
2025-08-19 11:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,19.69
2025-08-19 11:00:00,dev-2,WNC DT-EXT03A-WNC,17.83
2025-08-19 11:00:00,dev-4,WNC DT-EXT01A-WNC (B),24.85
2025-08-19 12:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,17.4
2025-08-19 12:00:00,dev-2,WNC DT-EXT03A-WNC,15.21
2025-08-19 12:00:00,dev-4,WNC DT-EXT01A-WNC (B),22.82
2025-08-19 13:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,15.91
2025-08-19 13:00:00,dev-2,WNC DT-EXT03A-WNC,18.81
2025-08-19 13:00:00,dev-4,WNC DT-EXT01A-WNC (B),24.31
2025-08-19 14:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,15.39
2025-08-19 14:00:00,dev-2,WNC DT-EXT03A-WNC,17.44
2025-08-19 14:00:00,dev-4,WNC DT-EXT01A-WNC (B),21.55
2025-08-19 15:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,14.59
2025-08-19 15:00:00,dev-2,WNC DT-EXT03A-WNC,18.96
2025-08-19 15:00:00,dev-4,WNC DT-EXT01A-WNC (B),21.33
2025-08-19 16:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,17.46
2025-08-19 16:00:00,dev-2,WNC DT-EXT03A-WNC,23.64
2025-08-19 16:00:00,dev-4,WNC DT-EXT01A-WNC (B),17.44
2025-08-19 17:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,11.47
2025-08-19 17:00:00,dev-2,WNC DT-EXT03A-WNC,22.91
2025-08-19 17:00:00,dev-4,WNC DT-EXT01A-WNC (B),17.14
2025-08-19 18:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,12.35
2025-08-19 18:00:00,dev-2,WNC DT-EXT03A-WNC,20.07
2025-08-19 18:00:00,dev-4,WNC DT-EXT01A-WNC (B),17.12
2025-08-19 19:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,8.19
2025-08-19 19:00:00,dev-2,WNC DT-EXT03A-WNC,18.09
2025-08-19 19:00:00,dev-4,WNC DT-EXT01A-WNC (B),16.32
2025-08-19 20:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,9.55
2025-08-19 20:00:00,dev-2,WNC DT-EXT03A-WNC,14.77
2025-08-19 20:00:00,dev-4,WNC DT-EXT01A-WNC (B),15.61
2025-08-19 21:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,7.59
2025-08-19 21:00:00,dev-2,WNC DT-EXT03A-WNC,17.03
2025-08-19 21:00:00,dev-4,WNC DT-EXT01A-WNC (B),12.59
2025-08-19 22:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,5.97
2025-08-19 22:00:00,dev-2,WNC DT-EXT03A-WNC,19.95
2025-08-19 22:00:00,dev-4,WNC DT-EXT01A-WNC (B),15.85
2025-08-19 23:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,5.71
2025-08-19 23:00:00,dev-2,WNC DT-EXT03A-WNC,15.39
2025-08-19 23:00:00,dev-4,WNC DT-EXT01A-WNC (B),13.76
2025-08-20 00:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,4.77
2025-08-20 00:00:00,dev-2,WNC DT-EXT03A-WNC,12.38
2025-08-20 00:00:00,dev-4,WNC DT-EXT01A-WNC (B),16.68
2025-08-20 01:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,6.79
2025-08-20 01:00:00,dev-2,WNC DT-EXT03A-WNC,12.56
2025-08-20 01:00:00,dev-4,WNC DT-EXT01A-WNC (B),16.8
2025-08-20 02:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,6.19
2025-08-20 02:00:00,dev-2,WNC DT-EXT03A-WNC,8.41
2025-08-20 02:00:00,dev-4,WNC DT-EXT01A-WNC (B),16.06
2025-08-20 03:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,6.1
2025-08-20 03:00:00,dev-2,WNC DT-EXT03A-WNC,9.52
2025-08-20 03:00:00,dev-4,WNC DT-EXT01A-WNC (B),19.11
2025-08-20 06:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,14.58
2025-08-20 06:00:00,dev-2,WNC DT-EXT03A-WNC,11.15
2025-08-20 06:00:00,dev-4,WNC DT-EXT01A-WNC (B),23.53
2025-08-20 07:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,13.88
2025-08-20 07:00:00,dev-2,WNC DT-EXT03A-WNC,11.25
2025-08-20 07:00:00,dev-4,WNC DT-EXT01A-WNC (B),25.0
2025-08-20 08:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,14.74
2025-08-20 08:00:00,dev-2,WNC DT-EXT03A-WNC,12.83
2025-08-20 08:00:00,dev-4,WNC DT-EXT01A-WNC (B),25.0
2025-08-20 09:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,16.36
2025-08-20 09:00:00,dev-2,WNC DT-EXT03A-WNC,12.12
2025-08-20 09:00:00,dev-4,WNC DT-EXT01A-WNC (B),25.0
2025-08-20 10:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,18.58
2025-08-20 10:00:00,dev-2,WNC DT-EXT03A-WNC,15.98
2025-08-20 10:00:00,dev-4,WNC DT-EXT01A-WNC (B),25.0
2025-08-20 11:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,17.25
2025-08-20 11:00:00,dev-2,WNC DT-EXT03A-WNC,18.61
2025-08-20 11:00:00,dev-4,WNC DT-EXT01A-WNC (B),25.0
2025-08-20 12:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,16.2
2025-08-20 12:00:00,dev-2,WNC DT-EXT03A-WNC,16.17
2025-08-20 12:00:00,dev-4,WNC DT-EXT01A-WNC (B),25.0
2025-08-20 13:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,17.97
2025-08-20 13:00:00,dev-2,WNC DT-EXT03A-WNC,17.59
2025-08-20 13:00:00,dev-4,WNC DT-EXT01A-WNC (B),20.97
2025-08-20 14:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,16.07
2025-08-20 14:00:00,dev-2,WNC DT-EXT03A-WNC,21.97
2025-08-20 14:00:00,dev-4,WNC DT-EXT01A-WNC (B),19.96
2025-08-20 15:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,16.53
2025-08-20 15:00:00,dev-2,WNC DT-EXT03A-WNC,20.39
2025-08-20 15:00:00,dev-4,WNC DT-EXT01A-WNC (B),21.97
2025-08-20 16:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,13.05
2025-08-20 16:00:00,dev-2,WNC DT-EXT03A-WNC,23.11
2025-08-20 16:00:00,dev-4,WNC DT-EXT01A-WNC (B),16.51
2025-08-20 17:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,9.34
2025-08-20 17:00:00,dev-2,WNC DT-EXT03A-WNC,20.27
2025-08-20 17:00:00,dev-4,WNC DT-EXT01A-WNC (B),14.54
2025-08-20 18:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,7.49
2025-08-20 18:00:00,dev-2,WNC DT-EXT03A-WNC,22.63
2025-08-20 18:00:00,dev-4,WNC DT-EXT01A-WNC (B),14.4
2025-08-20 19:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,10.43
2025-08-20 19:00:00,dev-2,WNC DT-EXT03A-WNC,19.78
2025-08-20 19:00:00,dev-4,WNC DT-EXT01A-WNC (B),14.62
2025-08-20 20:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,9.13
2025-08-20 20:00:00,dev-2,WNC DT-EXT03A-WNC,18.79
2025-08-20 20:00:00,dev-4,WNC DT-EXT01A-WNC (B),13.04
2025-08-20 21:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,5.11
2025-08-20 21:00:00,dev-2,WNC DT-EXT03A-WNC,19.32
2025-08-20 21:00:00,dev-4,WNC DT-EXT01A-WNC (B),11.8
2025-08-20 22:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,3.97
2025-08-20 22:00:00,dev-2,WNC DT-EXT03A-WNC,14.85
2025-08-20 22:00:00,dev-4,WNC DT-EXT01A-WNC (B),11.75
2025-08-20 23:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,6.29
2025-08-20 23:00:00,dev-2,WNC DT-EXT03A-WNC,12.35
2025-08-20 23:00:00,dev-4,WNC DT-EXT01A-WNC (B),12.09
2025-08-21 00:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,2.39
2025-08-21 00:00:00,dev-2,WNC DT-EXT03A-WNC,11.52
2025-08-21 00:00:00,dev-4,WNC DT-EXT01A-WNC (B),12.6
2025-08-21 01:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,3.07
2025-08-21 01:00:00,dev-2,WNC DT-EXT03A-WNC,11.46
2025-08-21 01:00:00,dev-4,WNC DT-EXT01A-WNC (B),18.43
2025-08-21 02:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,6.12
2025-08-21 02:00:00,dev-2,WNC DT-EXT03A-WNC,7.27
2025-08-21 02:00:00,dev-4,WNC DT-EXT01A-WNC (B),16.77
2025-08-21 03:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,5.62
2025-08-21 03:00:00,dev-2,WNC DT-EXT03A-WNC,9.75
2025-08-21 03:00:00,dev-4,WNC DT-EXT01A-WNC (B),19.12
2025-08-21 04:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,7.5
2025-08-21 04:00:00,dev-2,WNC DT-EXT03A-WNC,7.53
2025-08-21 04:00:00,dev-4,WNC DT-EXT01A-WNC (B),18.55
2025-08-21 05:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,8.71
2025-08-21 05:00:00,dev-2,WNC DT-EXT03A-WNC,10.01
2025-08-21 05:00:00,dev-4,WNC DT-EXT01A-WNC (B),20.44
2025-08-21 06:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,10.96
2025-08-21 06:00:00,dev-2,WNC DT-EXT03A-WNC,5.06
2025-08-21 06:00:00,dev-4,WNC DT-EXT01A-WNC (B),20.91
2025-08-21 07:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,14.0
2025-08-21 07:00:00,dev-2,WNC DT-EXT03A-WNC,8.2
2025-08-21 07:00:00,dev-4,WNC DT-EXT01A-WNC (B),19.0
2025-08-21 08:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,13.3
2025-08-21 08:00:00,dev-2,WNC DT-EXT03A-WNC,7.9
2025-08-21 08:00:00,dev-4,WNC DT-EXT01A-WNC (B),21.58
2025-08-21 09:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,15.15
2025-08-21 09:00:00,dev-2,WNC DT-EXT03A-WNC,10.49
2025-08-21 09:00:00,dev-4,WNC DT-EXT01A-WNC (B),21.22
2025-08-21 10:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,11.8
2025-08-21 10:00:00,dev-2,WNC DT-EXT03A-WNC,13.54
2025-08-21 10:00:00,dev-4,WNC DT-EXT01A-WNC (B),20.45
2025-08-21 11:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,15.11
2025-08-21 11:00:00,dev-2,WNC DT-EXT03A-WNC,14.4
2025-08-21 11:00:00,dev-4,WNC DT-EXT01A-WNC (B),21.51
2025-08-21 12:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,13.83
2025-08-21 12:00:00,dev-2,WNC DT-EXT03A-WNC,15.72
2025-08-21 12:00:00,dev-4,WNC DT-EXT01A-WNC (B),24.4
2025-08-21 13:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,12.77
2025-08-21 13:00:00,dev-2,WNC DT-EXT03A-WNC,17.13
2025-08-21 13:00:00,dev-4,WNC DT-EXT01A-WNC (B),21.15
2025-08-21 14:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,12.41
2025-08-21 14:00:00,dev-2,WNC DT-EXT03A-WNC,18.69
2025-08-21 14:00:00,dev-4,WNC DT-EXT01A-WNC (B),21.72
2025-08-21 15:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,12.05
2025-08-21 15:00:00,dev-2,WNC DT-EXT03A-WNC,17.56
2025-08-21 15:00:00,dev-4,WNC DT-EXT01A-WNC (B),18.83
2025-08-21 16:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,12.49
2025-08-21 16:00:00,dev-2,WNC DT-EXT03A-WNC,20.44
2025-08-21 16:00:00,dev-4,WNC DT-EXT01A-WNC (B),17.78
2025-08-21 17:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,7.56
2025-08-21 17:00:00,dev-2,WNC DT-EXT03A-WNC,20.28
2025-08-21 17:00:00,dev-4,WNC DT-EXT01A-WNC (B),13.72
2025-08-21 18:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,7.98
2025-08-21 18:00:00,dev-2,WNC DT-EXT03A-WNC,19.36
2025-08-21 18:00:00,dev-4,WNC DT-EXT01A-WNC (B),14.5
2025-08-21 19:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,5.65
2025-08-21 19:00:00,dev-2,WNC DT-EXT03A-WNC,18.74
2025-08-21 19:00:00,dev-4,WNC DT-EXT01A-WNC (B),13.71
2025-08-21 20:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,4.5
2025-08-21 20:00:00,dev-2,WNC DT-EXT03A-WNC,17.16
2025-08-21 20:00:00,dev-4,WNC DT-EXT01A-WNC (B),10.99
2025-08-21 21:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,5.36
2025-08-21 21:00:00,dev-2,WNC DT-EXT03A-WNC,18.33
2025-08-21 21:00:00,dev-4,WNC DT-EXT01A-WNC (B),12.32
2025-08-21 22:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,3.87
2025-08-21 22:00:00,dev-2,WNC DT-EXT03A-WNC,13.55
2025-08-21 22:00:00,dev-4,WNC DT-EXT01A-WNC (B),12.37
2025-08-21 23:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,4.65
2025-08-21 23:00:00,dev-2,WNC DT-EXT03A-WNC,11.59
2025-08-21 23:00:00,dev-4,WNC DT-EXT01A-WNC (B),11.14
2025-08-22 00:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,2.41
2025-08-22 00:00:00,dev-2,WNC DT-EXT03A-WNC,9.34
2025-08-22 00:00:00,dev-4,WNC DT-EXT01A-WNC (B),11.1
2025-08-22 01:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,2.0
2025-08-22 01:00:00,dev-2,WNC DT-EXT03A-WNC,7.52
2025-08-22 01:00:00,dev-4,WNC DT-EXT01A-WNC (B),12.14
2025-08-22 02:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,3.48
2025-08-22 02:00:00,dev-2,WNC DT-EXT03A-WNC,6.04
2025-08-22 02:00:00,dev-4,WNC DT-EXT01A-WNC (B),15.42
2025-08-22 03:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,5.28
2025-08-22 03:00:00,dev-2,WNC DT-EXT03A-WNC,5.75
2025-08-22 03:00:00,dev-4,WNC DT-EXT01A-WNC (B),17.3
2025-08-22 04:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,6.53
2025-08-22 04:00:00,dev-2,WNC DT-EXT03A-WNC,6.53
2025-08-22 04:00:00,dev-4,WNC DT-EXT01A-WNC (B),17.17
2025-08-22 05:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,6.13
2025-08-22 05:00:00,dev-2,WNC DT-EXT03A-WNC,7.1
2025-08-22 05:00:00,dev-4,WNC DT-EXT01A-WNC (B),19.89
2025-08-22 06:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,9.44
2025-08-22 06:00:00,dev-2,WNC DT-EXT03A-WNC,7.05
2025-08-22 06:00:00,dev-4,WNC DT-EXT01A-WNC (B),22.03
2025-08-22 07:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,11.13
2025-08-22 07:00:00,dev-2,WNC DT-EXT03A-WNC,6.57
2025-08-22 07:00:00,dev-4,WNC DT-EXT01A-WNC (B),23.16
2025-08-22 08:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,15.89
2025-08-22 08:00:00,dev-2,WNC DT-EXT03A-WNC,10.13
2025-08-22 08:00:00,dev-4,WNC DT-EXT01A-WNC (B),25.0
2025-08-22 09:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,16.0
2025-08-22 09:00:00,dev-2,WNC DT-EXT03A-WNC,11.21
2025-08-22 09:00:00,dev-4,WNC DT-EXT01A-WNC (B),25.0
2025-08-22 10:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,12.65
2025-08-22 10:00:00,dev-2,WNC DT-EXT03A-WNC,11.33
2025-08-22 10:00:00,dev-4,WNC DT-EXT01A-WNC (B),21.75
2025-08-22 11:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,13.87
2025-08-22 11:00:00,dev-2,WNC DT-EXT03A-WNC,12.1
2025-08-22 11:00:00,dev-4,WNC DT-EXT01A-WNC (B),25.0
2025-08-22 12:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,12.07
2025-08-22 12:00:00,dev-2,WNC DT-EXT03A-WNC,15.36
2025-08-22 12:00:00,dev-4,WNC DT-EXT01A-WNC (B),21.18
2025-08-22 13:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,
2025-08-22 13:00:00,dev-2,WNC DT-EXT03A-WNC,16.12
2025-08-22 13:00:00,dev-4,WNC DT-EXT01A-WNC (B),22.4
2025-08-22 14:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,
2025-08-22 14:00:00,dev-2,WNC DT-EXT03A-WNC,14.71
2025-08-22 14:00:00,dev-4,WNC DT-EXT01A-WNC (B),19.57
2025-08-22 15:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,13.7
2025-08-22 15:00:00,dev-2,WNC DT-EXT03A-WNC,17.5
2025-08-22 15:00:00,dev-4,WNC DT-EXT01A-WNC (B),17.34
2025-08-22 16:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,
2025-08-22 16:00:00,dev-2,WNC DT-EXT03A-WNC,18.34
2025-08-22 16:00:00,dev-4,WNC DT-EXT01A-WNC (B),13.71
2025-08-22 17:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,
2025-08-22 17:00:00,dev-2,WNC DT-EXT03A-WNC,16.54
2025-08-22 17:00:00,dev-4,WNC DT-EXT01A-WNC (B),14.69
2025-08-22 18:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,
2025-08-22 18:00:00,dev-2,WNC DT-EXT03A-WNC,17.71
2025-08-22 18:00:00,dev-4,WNC DT-EXT01A-WNC (B),11.32
2025-08-22 19:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,5.73
2025-08-22 19:00:00,dev-2,WNC DT-EXT03A-WNC,14.41
2025-08-22 19:00:00,dev-4,WNC DT-EXT01A-WNC (B),14.08
2025-08-22 20:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,3.06
2025-08-22 20:00:00,dev-2,WNC DT-EXT03A-WNC,17.44
2025-08-22 20:00:00,dev-4,WNC DT-EXT01A-WNC (B),14.21
2025-08-22 21:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,2.79
2025-08-22 21:00:00,dev-2,WNC DT-EXT03A-WNC,15.91
2025-08-22 21:00:00,dev-4,WNC DT-EXT01A-WNC (B),10.43
2025-08-22 22:00:00,dev-1,ARCADYAN SPEEDHOMEWLAN,1.54
2025-08-22 22:00:00,dev-2,WNC DT-EXT03A-WNC,12.12
2025-08-22 22:00:00,dev-4,WNC DT-EXT01A-WNC (B),12.18
